sequence_path,sequence_idx,split,segment_idx,label,snippet_path,start_frame,end_frame,duration_frames,start_s,end_s,duration_s,truncated
data\results\sequences\train\sequence_0.npy,0,train,2303,G01,data\results\fragments_combined\G01\AMAR170.20240703T140445Z_idx4583.npy,471731,471794,63,47173.1,47179.4,6.3,False
data\results\sequences\train\sequence_0.npy,0,train,2304,G01,data\results\fragments_combined\G01\AMAR170.20241003T003714Z_idx7334.npy,471794,471824,30,47179.4,47182.4,3.0,False
data\results\sequences\train\sequence_0.npy,0,train,2305,G01,data\results\fragments_combined\G01\AMAR170.20240803T184714Z_idx5846.npy,471824,471939,115,47182.4,47193.9,11.5,False
data\results\sequences\train\sequence_0.npy,0,train,2306,G01,data\results\fragments_combined\G01\AMAR170.20240718T014714Z_idx4902.npy,471939,471944,5,47193.9,47194.4,0.5,False
data\results\sequences\train\sequence_0.npy,0,train,2307,G01,data\results\fragments_combined\G01\AMAR1270.20250303T210257Z_idx1557.npy,471944,472131,187,47194.4,47213.1,18.7,False
data\results\sequences\train\sequence_0.npy,0,train,2308,G01,data\results\fragments_combined\G01\AMAR170.20240903T192714Z_idx6709.npy,472131,472156,25,47213.1,47215.6,2.5,False
data\results\sequences\train\sequence_0.npy,0,train,2309,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T204714Z_idx10752.npy,472156,472286,130,47215.6,47228.6,13.0,False
data\results\sequences\train\sequence_0.npy,0,train,2310,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240419T030445Z_idx10401.npy,472286,472325,39,47228.6,47232.5,3.9,False
data\results\sequences\train\sequence_0.npy,0,train,2311,G01,data\results\fragments_combined\G01\AMAR170.20241018T224714Z_idx8395.npy,472325,472579,254,47232.5,47257.9,25.4,False
data\results\sequences\train\sequence_0.npy,0,train,2312,G01,data\results\fragments_combined\G01\AMAR1273.20241218T063454Z_idx2339.npy,472579,472591,12,47257.9,47259.1,1.2,False
data\results\sequences\train\sequence_0.npy,0,train,2313,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240718T072714Z_idx10650.npy,472591,472702,111,47259.1,47270.2,11.1,False
data\results\sequences\train\sequence_0.npy,0,train,2314,G01,data\results\fragments_combined\G01\AMAR1270.20250118T074723Z_idx826.npy,472702,472712,10,47270.2,47271.2,1.0,False
data\results\sequences\train\sequence_0.npy,0,train,2315,G01,data\results\fragments_combined\G01\AMAR170.20240419T014445Z_idx2989.npy,472712,472746,34,47271.2,47274.6,3.4,False
data\results\sequences\train\sequence_0.npy,0,train,2316,Nothing,data\results\fragments_combined\Nothing\AMAR184.20241003T190732Z_idx11279.npy,472746,472941,195,47274.6,47294.1,19.5,False
data\results\sequences\train\sequence_0.npy,0,train,2317,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240419T120445Z_idx10440.npy,472941,473318,377,47294.1,47331.8,37.7,False
data\results\sequences\train\sequence_0.npy,0,train,2318,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250118T044723Z_idx9618.npy,473318,473452,134,47331.8,47345.2,13.4,False
data\results\sequences\train\sequence_0.npy,0,train,2319,G01,data\results\fragments_combined\G01\AMAR170.20241003T024714Z_idx7575.npy,473452,473463,11,47345.2,47346.3,1.1,False
data\results\sequences\train\sequence_0.npy,0,train,2320,G01,data\results\fragments_combined\G01\AMAR170.20240903T232714Z_idx6846.npy,473463,473614,151,47346.3,47361.4,15.1,False
data\results\sequences\train\sequence_0.npy,0,train,2321,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241018T194714Z_idx11129.npy,473614,473693,79,47361.4,47369.3,7.9,False
data\results\sequences\train\sequence_0.npy,0,train,2322,G01,data\results\fragments_combined\G01\AMAR1270.20250303T212257Z_idx1624.npy,473693,473739,46,47369.3,47373.9,4.6,False
data\results\sequences\train\sequence_0.npy,0,train,2323,G01,data\results\fragments_combined\G01\AMAR170.20240419T005445Z_idx2971.npy,473739,473754,15,47373.9,47375.4,1.5,False
data\results\sequences\train\sequence_0.npy,0,train,2324,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250403T222257Z_idx9898.npy,473754,474321,567,47375.4,47432.1,56.7,False
data\results\sequences\train\sequence_0.npy,0,train,2325,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241018T064714Z_idx11075.npy,474321,474753,432,47432.1,47475.3,43.2,False
data\results\sequences\train\sequence_0.npy,0,train,2326,G01,data\results\fragments_combined\G01\AMAR170.20240903T012714Z_idx6452.npy,474753,474769,16,47475.3,47476.9,1.6,False
data\results\sequences\train\sequence_0.npy,0,train,2327,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240503T124445Z_idx10494.npy,474769,474815,46,47476.9,47481.5,4.6,False
data\results\sequences\train\sequence_0.npy,0,train,2328,G01,data\results\fragments_combined\G01\AMAR1270.20250103T034723Z_idx590.npy,474815,474853,38,47481.5,47485.3,3.8,False
data\results\sequences\train\sequence_0.npy,0,train,2329,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250103T225454Z_idx10269.npy,474853,475356,503,47485.3,47535.6,50.3,False
data\results\sequences\train\sequence_0.npy,0,train,2330,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241018T014714Z_idx11047.npy,475356,475903,547,47535.6,47590.3,54.7,False
data\results\sequences\train\sequence_0.npy,0,train,2331,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250303T040257Z_idx9805.npy,475903,476203,300,47590.3,47620.3,30.0,False
data\results\sequences\train\sequence_0.npy,0,train,2332,G01,data\results\fragments_combined\G01\AMAR1271.20250218T022003Z_idx1690.npy,476203,476486,283,47620.3,47648.6,28.3,False
data\results\sequences\train\sequence_0.npy,0,train,2333,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250203T011257Z_idx9674.npy,476486,476777,291,47648.6,47677.7,29.1,False
data\results\sequences\train\sequence_0.npy,0,train,2334,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241104T063454Z_idx10073.npy,476777,476961,184,47677.7,47696.1,18.4,False
data\results\sequences\train\sequence_0.npy,0,train,2335,G01,data\results\fragments_combined\G01\AMAR1270.20241107T164723Z_idx255.npy,476961,476969,8,47696.1,47696.9,0.8,False
data\results\sequences\train\sequence_0.npy,0,train,2336,Nothing,data\results\fragments_combined\Nothing\AMAR887.20240901T031437Z_idx11435.npy,476969,477195,226,47696.9,47719.5,22.6,False
data\results\sequences\train\sequence_0.npy,0,train,2337,Nothing,data\results\fragments_combined\Nothing\AMAR184.20241103T145732Z_idx11325.npy,477195,477625,430,47719.5,47762.5,43.0,False
data\results\sequences\train\sequence_0.npy,0,train,2338,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20241107T165723Z_idx9424.npy,477625,478208,583,47762.5,47820.8,58.3,False
data\results\sequences\train\sequence_0.npy,0,train,2339,G01,data\results\fragments_combined\G01\AMAR170.20241003T022714Z_idx7541.npy,478208,478243,35,47820.8,47824.3,3.5,False
data\results\sequences\train\sequence_0.npy,0,train,2340,G01,data\results\fragments_combined\G01\AMAR1273.20250103T194454Z_idx2709.npy,478243,478299,56,47824.3,47829.9,5.6,False
data\results\sequences\train\sequence_0.npy,0,train,2341,G01,data\results\fragments_combined\G01\AMAR1273.20250103T234454Z_idx2787.npy,478299,478578,279,47829.9,47857.8,27.9,False
data\results\sequences\train\sequence_0.npy,0,train,2342,G01,data\results\fragments_combined\G01\AMAR170.20240803T112714Z_idx5396.npy,478578,478596,18,47857.8,47859.6,1.8,False
data\results\sequences\train\sequence_0.npy,0,train,2343,Nothing,data\results\fragments_combined\Nothing\AMAR887.20240903T071437Z_idx11493.npy,478596,479012,416,47859.6,47901.2,41.6,False
data\results\sequences\train\sequence_0.npy,0,train,2344,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250218T061257Z_idx9766.npy,479012,479381,369,47901.2,47938.1,36.9,False
data\results\sequences\train\sequence_0.npy,0,train,2345,Nothing,data\results\fragments_combined\Nothing\AMAR1271.20250218T100003Z_idx9917.npy,479381,480010,629,47938.1,48001.0,62.9,False
data\results\sequences\train\sequence_0.npy,0,train,2346,Nothing,data\results\fragments_combined\Nothing\AMAR1271.20250318T001003Z_idx9938.npy,480010,480601,591,48001.0,48060.1,59.1,False
data\results\sequences\train\sequence_0.npy,0,train,2347,G01,data\results\fragments_combined\G01\AMAR1270.20250303T210257Z_idx1535.npy,480601,480632,31,48060.1,48063.2,3.1,False
data\results\sequences\train\sequence_0.npy,0,train,2348,G01,data\results\fragments_combined\G01\AMAR170.20240803T062714Z_idx5148.npy,480632,480680,48,48063.2,48068.0,4.8,False
data\results\sequences\train\sequence_0.npy,0,train,2349,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250218T102257Z_idx9775.npy,480680,480732,52,48068.0,48073.2,5.2,False
data\results\sequences\train\sequence_0.npy,0,train,2350,G01,data\results\fragments_combined\G01\AMAR170.20240818T104714Z_idx6415.npy,480732,480843,111,48073.2,48084.3,11.1,False
data\results\sequences\train\sequence_0.npy,0,train,2351,G01,data\results\fragments_combined\G01\AMAR170.20240718T012714Z_idx4880.npy,480843,480847,4,48084.3,48084.7,0.4,False
data\results\sequences\train\sequence_0.npy,0,train,2352,G01,data\results\fragments_combined\G01\AMAR170.20241018T224714Z_idx8413.npy,480847,480895,48,48084.7,48089.5,4.8,False
data\results\sequences\train\sequence_0.npy,0,train,2353,G01,data\results\fragments_combined\G01\AMAR1273.20241218T045454Z_idx2184.npy,480895,480957,62,48089.5,48095.7,6.2,False
data\results\sequences\train\sequence_0.npy,0,train,2354,G01,data\results\fragments_combined\G01\AMAR170.20240918T074714Z_idx6935.npy,480957,480985,28,48095.7,48098.5,2.8,False
data\results\sequences\train\sequence_0.npy,0,train,2355,G01,data\results\fragments_combined\G01\AMAR170.20240419T205445Z_idx4197.npy,480985,481023,38,48098.5,48102.3,3.8,False
data\results\sequences\train\sequence_0.npy,0,train,2356,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250118T153454Z_idx10292.npy,481023,481179,156,48102.3,48117.9,15.6,False
data\results\sequences\train\sequence_0.npy,0,train,2357,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250103T185454Z_idx10250.npy,481179,481758,579,48117.9,48175.8,57.9,False
data\results\sequences\train\sequence_0.npy,0,train,2358,G01,data\results\fragments_combined\G01\AMAR170.20240419T040445Z_idx3217.npy,481758,481774,16,48175.8,48177.4,1.6,False
data\results\sequences\train\sequence_0.npy,0,train,2359,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250118T143454Z_idx10287.npy,481774,482315,541,48177.4,48231.5,54.1,False
data\results\sequences\train\sequence_0.npy,0,train,2360,G01,data\results\fragments_combined\G01\AMAR170.20240419T125445Z_idx3658.npy,482315,482324,9,48231.5,48232.4,0.9,False
data\results\sequences\train\sequence_0.npy,0,train,2361,Nothing,data\results\fragments_combined\Nothing\AMAR1271.20250218T022003Z_idx9905.npy,482324,482902,578,48232.4,48290.2,57.8,False
data\results\sequences\train\sequence_0.npy,0,train,2362,Nothing,data\results\fragments_combined\Nothing\AMAR021.20240503T084250Z_idx9389.npy,482902,483062,160,48290.2,48306.2,16.0,False
data\results\sequences\train\sequence_0.npy,0,train,2363,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241003T034714Z_idx10988.npy,483062,483410,348,48306.2,48341.0,34.8,False
data\results\sequences\train\sequence_0.npy,0,train,2364,G01,data\results\fragments_combined\G01\AMAR184.20241118T003249Z_idx8768.npy,483410,483544,134,48341.0,48354.4,13.4,False
data\results\sequences\train\sequence_0.npy,0,train,2365,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250218T072754Z_idx10326.npy,483544,483933,389,48354.4,48393.3,38.9,False
data\results\sequences\train\sequence_0.npy,0,train,2366,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241118T014454Z_idx10100.npy,483933,484170,237,48393.3,48417.0,23.7,False
data\results\sequences\train\sequence_0.npy,0,train,2367,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240718T074714Z_idx10652.npy,484170,484503,333,48417.0,48450.3,33.3,False
data\results\sequences\train\sequence_0.npy,0,train,2368,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20241203T065723Z_idx9506.npy,484503,485079,576,48450.3,48507.9,57.6,False
data\results\sequences\train\sequence_0.npy,0,train,2369,G01,data\results\fragments_combined\G01\AMAR1270.20250303T060257Z_idx1381.npy,485079,485218,139,48507.9,48521.8,13.9,False
data\results\sequences\train\sequence_0.npy,0,train,2370,G01,data\results\fragments_combined\G01\AMAR170.20240918T234714Z_idx7179.npy,485218,485280,62,48521.8,48528.0,6.2,False
data\results\sequences\train\sequence_0.npy,0,train,2371,Nothing,data\results\fragments_combined\Nothing\AMAR887.20240903T031437Z_idx11471.npy,485280,485750,470,48528.0,48575.0,47.0,False
data\results\sequences\train\sequence_0.npy,0,train,2372,G01,data\results\fragments_combined\G01\AMAR1273.20241218T064454Z_idx2365.npy,485750,485799,49,48575.0,48579.9,4.9,False
data\results\sequences\train\sequence_0.npy,0,train,2373,G01,data\results\fragments_combined\G01\AMAR1270.20250203T030257Z_idx983.npy,485799,485812,13,48579.9,48581.2,1.3,False
data\results\sequences\train\sequence_0.npy,0,train,2374,Nothing,data\results\fragments_combined\Nothing\AMAR887.20241003T062437Z_idx11515.npy,485812,486345,533,48581.2,48634.5,53.3,False
data\results\sequences\train\sequence_0.npy,0,train,2375,G01,data\results\fragments_combined\G01\AMAR1270.20250303T052257Z_idx1361.npy,486345,486363,18,48634.5,48636.3,1.8,False
data\results\sequences\train\sequence_0.npy,0,train,2376,Nothing,data\results\fragments_combined\Nothing\AMAR887.20240903T101437Z_idx11505.npy,486363,486610,247,48636.3,48661.0,24.7,False
data\results\sequences\train\sequence_0.npy,0,train,2377,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240903T083714Z_idx10843.npy,486610,486724,114,48661.0,48672.4,11.4,False
data\results\sequences\train\sequence_0.npy,0,train,2378,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240903T123714Z_idx10861.npy,486724,486861,137,48672.4,48686.1,13.7,False
data\results\sequences\train\sequence_0.npy,0,train,2379,G01,data\results\fragments_combined\G01\AMAR887.20241003T082437Z_idx9287.npy,486861,487002,141,48686.1,48700.2,14.1,False
data\results\sequences\train\sequence_0.npy,0,train,2380,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250218T001257Z_idx9737.npy,487002,487650,648,48700.2,48765.0,64.8,False
data\results\sequences\train\sequence_0.npy,0,train,2381,G01,data\results\fragments_combined\G01\AMAR1270.20250203T082257Z_idx1075.npy,487650,487660,10,48765.0,48766.0,1.0,False
data\results\sequences\train\sequence_0.npy,0,train,2382,G01,data\results\fragments_combined\G01\AMAR1270.20250103T025723Z_idx557.npy,487660,487899,239,48766.0,48789.9,23.9,False
data\results\sequences\train\sequence_0.npy,0,train,2383,G01,data\results\fragments_combined\G01\AMAR1273.20241218T063454Z_idx2321.npy,487899,487915,16,48789.9,48791.5,1.6,False
data\results\sequences\train\sequence_0.npy,0,train,2384,G01,data\results\fragments_combined\G01\AMAR170.20241018T184714Z_idx8206.npy,487915,488174,259,48791.5,48817.4,25.9,False
data\results\sequences\train\sequence_0.npy,0,train,2385,G01,data\results\fragments_combined\G01\AMAR170.20240419T155445Z_idx3952.npy,488174,488183,9,48817.4,48818.3,0.9,False
data\results\sequences\train\sequence_0.npy,0,train,2386,G01,data\results\fragments_combined\G01\AMAR170.20240419T205445Z_idx4190.npy,488183,488258,75,48818.3,48825.8,7.5,False
data\results\sequences\train\sequence_0.npy,0,train,2387,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240718T172714Z_idx10656.npy,488258,488535,277,48825.8,48853.5,27.7,False
data\results\sequences\train\sequence_0.npy,0,train,2388,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250103T050723Z_idx9569.npy,488535,488937,402,48853.5,48893.7,40.2,False
data\results\sequences\train\sequence_0.npy,0,train,2389,G01,data\results\fragments_combined\G01\AMAR170.20240419T155445Z_idx3939.npy,488937,488962,25,48893.7,48896.2,2.5,False
data\results\sequences\train\sequence_0.npy,0,train,2390,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240618T060445Z_idx10518.npy,488962,489214,252,48896.2,48921.4,25.2,False
data\results\sequences\train\sequence_0.npy,0,train,2391,G01,data\results\fragments_combined\G01\AMAR170.20240903T012714Z_idx6460.npy,489214,489272,58,48921.4,48927.2,5.8,False
data\results\sequences\train\sequence_0.npy,0,train,2392,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T202714Z_idx10749.npy,489272,489284,12,48927.2,48928.4,1.2,False
data\results\sequences\train\sequence_0.npy,0,train,2393,G01,data\results\fragments_combined\G01\AMAR170.20240419T105445Z_idx3375.npy,489284,489296,12,48928.4,48929.6,1.2,False
data\results\sequences\train\sequence_0.npy,0,train,2394,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20241203T015723Z_idx9479.npy,489296,489464,168,48929.6,48946.4,16.8,False
data\results\sequences\train\sequence_0.npy,0,train,2395,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20241107T184723Z_idx9433.npy,489464,489631,167,48946.4,48963.1,16.7,False
data\results\sequences\train\sequence_0.npy,0,train,2396,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T172714Z_idx10737.npy,489631,490004,373,48963.1,49000.4,37.3,False
data\results\sequences\train\sequence_0.npy,0,train,2397,G01,data\results\fragments_combined\G01\AMAR1270.20241107T045723Z_idx186.npy,490004,490011,7,49000.4,49001.1,0.7,False
data\results\sequences\train\sequence_0.npy,0,train,2398,Nothing,data\results\fragments_combined\Nothing\AMAR1271.20250318T062003Z_idx9961.npy,490011,490190,179,49001.1,49019.0,17.9,False
data\results\sequences\train\sequence_0.npy,0,train,2399,G01,data\results\fragments_combined\G01\AMAR170.20240803T173714Z_idx5747.npy,490190,490195,5,49019.0,49019.5,0.5,False
data\results\sequences\train\sequence_0.npy,0,train,2400,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240818T014714Z_idx10777.npy,490195,490799,604,49019.5,49079.9,60.4,False
data\results\sequences\train\sequence_0.npy,0,train,2401,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240903T234714Z_idx10915.npy,490799,491156,357,49079.9,49115.6,35.7,False
data\results\sequences\train\sequence_0.npy,0,train,2402,G01,data\results\fragments_combined\G01\AMAR170.20241003T024714Z_idx7584.npy,491156,491170,14,49115.6,49117.0,1.4,False
data\results\sequences\train\sequence_0.npy,0,train,2403,G01,data\results\fragments_combined\G01\AMAR170.20240803T194714Z_idx5901.npy,491170,491394,224,49117.0,49139.4,22.4,False
data\results\sequences\train\sequence_0.npy,0,train,2404,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20241218T065723Z_idx9539.npy,491394,491977,583,49139.4,49197.7,58.3,False
data\results\sequences\train\sequence_0.npy,0,train,2405,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240903T004714Z_idx10810.npy,491977,492286,309,49197.7,49228.6,30.9,False
data\results\sequences\train\sequence_0.npy,0,train,2406,G01,data\results\fragments_combined\G01\AMAR170.20240419T105445Z_idx3369.npy,492286,492294,8,49228.6,49229.4,0.8,False
data\results\sequences\train\sequence_0.npy,0,train,2407,G01,data\results\fragments_combined\G01\AMAR170.20240803T193714Z_idx5892.npy,492294,492299,5,49229.4,49229.9,0.5,False
data\results\sequences\train\sequence_0.npy,0,train,2408,G01,data\results\fragments_combined\G01\AMAR1270.20250303T062257Z_idx1435.npy,492299,492324,25,49229.9,49232.4,2.5,False
data\results\sequences\train\sequence_0.npy,0,train,2409,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250203T220257Z_idx9723.npy,492324,492700,376,49232.4,49270.0,37.6,False
data\results\sequences\train\sequence_0.npy,0,train,2410,Nothing,data\results\fragments_combined\Nothing\AMAR1272.20250103T000450Z_idx10011.npy,492700,492881,181,49270.0,49288.1,18.1,False
data\results\sequences\train\sequence_0.npy,0,train,2411,G01,data\results\fragments_combined\G01\AMAR170.20240903T214714Z_idx6760.npy,492881,493275,394,49288.1,49327.5,39.4,False
data\results\sequences\train\sequence_0.npy,0,train,2412,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250403T081257Z_idx9883.npy,493275,493577,302,49327.5,49357.7,30.2,False
data\results\sequences\train\sequence_0.npy,0,train,2413,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241218T045454Z_idx10162.npy,493577,493684,107,49357.7,49368.4,10.7,False
data\results\sequences\train\sequence_0.npy,0,train,2414,G01,data\results\fragments_combined\G01\AMAR887.20240901T012437Z_idx8857.npy,493684,494010,326,49368.4,49401.0,32.6,False
data\results\sequences\train\sequence_0.npy,0,train,2415,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241003T023714Z_idx10980.npy,494010,494344,334,49401.0,49434.4,33.4,False
data\results\sequences\train\sequence_0.npy,0,train,2416,G01,data\results\fragments_combined\G01\AMAR170.20240419T205445Z_idx4148.npy,494344,494407,63,49434.4,49440.7,6.3,False
data\results\sequences\train\sequence_0.npy,0,train,2417,G01,data\results\fragments_combined\G01\AMAR170.20240803T134714Z_idx5555.npy,494407,494424,17,49440.7,49442.4,1.7,False
data\results\sequences\train\sequence_0.npy,0,train,2418,G01,data\results\fragments_combined\G01\AMAR1270.20250203T011257Z_idx920.npy,494424,494444,20,49442.4,49444.4,2.0,False
data\results\sequences\train\sequence_0.npy,0,train,2419,G01,data\results\fragments_combined\G01\AMAR1270.20250303T112257Z_idx1493.npy,494444,494508,64,49444.4,49450.8,6.4,False
data\results\sequences\train\sequence_0.npy,0,train,2420,G01,data\results\fragments_combined\G01\AMAR170.20241018T134714Z_idx8016.npy,494508,494592,84,49450.8,49459.2,8.4,False
data\results\sequences\train\sequence_0.npy,0,train,2421,G01,data\results\fragments_combined\G01\AMAR1270.20250218T142257Z_idx1269.npy,494592,494807,215,49459.2,49480.7,21.5,False
data\results\sequences\train\sequence_0.npy,0,train,2422,G01,data\results\fragments_combined\G01\AMAR170.20240703T200445Z_idx4778.npy,494807,494880,73,49480.7,49488.0,7.3,False
data\results\sequences\train\sequence_0.npy,0,train,2423,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250103T114454Z_idx10231.npy,494880,495349,469,49488.0,49534.9,46.9,False
data\results\sequences\train\sequence_0.npy,0,train,2424,G01,data\results\fragments_combined\G01\AMAR170.20240419T205445Z_idx4181.npy,495349,495376,27,49534.9,49537.6,2.7,False
data\results\sequences\train\sequence_0.npy,0,train,2425,G01,data\results\fragments_combined\G01\AMAR170.20241018T234714Z_idx8496.npy,495376,495391,15,49537.6,49539.1,1.5,False
data\results\sequences\train\sequence_0.npy,0,train,2426,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T233714Z_idx10764.npy,495391,495421,30,49539.1,49542.1,3.0,False
data\results\sequences\train\sequence_0.npy,0,train,2427,Nothing,data\results\fragments_combined\Nothing\AMAR887.20241003T201437Z_idx11538.npy,495421,495853,432,49542.1,49585.3,43.2,False
data\results\sequences\train\sequence_0.npy,0,train,2428,G01,data\results\fragments_combined\G01\AMAR1273.20241218T064454Z_idx2393.npy,495853,495864,11,49585.3,49586.4,1.1,False
data\results\sequences\train\sequence_0.npy,0,train,2429,G01,data\results\fragments_combined\G01\AMAR170.20240918T234714Z_idx7168.npy,495864,495909,45,49586.4,49590.9,4.5,False
data\results\sequences\train\sequence_0.npy,0,train,2430,G01,data\results\fragments_combined\G01\AMAR170.20240903T163714Z_idx6676.npy,495909,495999,90,49590.9,49599.9,9.0,False
data\results\sequences\train\sequence_0.npy,0,train,2431,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250218T090754Z_idx10334.npy,495999,496537,538,49599.9,49653.7,53.8,False
data\results\sequences\train\sequence_0.npy,0,train,2432,G01,data\results\fragments_combined\G01\AMAR170.20241003T033714Z_idx7684.npy,496537,496548,11,49653.7,49654.8,1.1,False
data\results\sequences\train\sequence_0.npy,0,train,2433,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250103T004723Z_idx9546.npy,496548,496830,282,49654.8,49683.0,28.2,False
data\results\sequences\train\sequence_0.npy,0,train,2434,G01,data\results\fragments_combined\G01\AMAR1270.20241107T045723Z_idx172.npy,496830,496858,28,49683.0,49685.8,2.8,False
data\results\sequences\train\sequence_0.npy,0,train,2435,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240703T144445Z_idx10573.npy,496858,497199,341,49685.8,49719.9,34.1,False
data\results\sequences\train\sequence_0.npy,0,train,2436,G01,data\results\fragments_combined\G01\AMAR1270.20250303T052257Z_idx1347.npy,497199,497219,20,49719.9,49721.9,2.0,False
data\results\sequences\train\sequence_0.npy,0,train,2437,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240703T004445Z_idx10532.npy,497219,497449,230,49721.9,49744.9,23.0,False
data\results\sequences\train\sequence_0.npy,0,train,2438,G01,data\results\fragments_combined\G01\AMAR1273.20250103T193454Z_idx2692.npy,497449,497469,20,49744.9,49746.9,2.0,False
data\results\sequences\train\sequence_0.npy,0,train,2439,Nothing,data\results\fragments_combined\Nothing\AMAR184.20240818T005732Z_idx11216.npy,497469,497792,323,49746.9,49779.2,32.3,False
data\results\sequences\train\sequence_0.npy,0,train,2440,G01,data\results\fragments_combined\G01\AMAR170.20240718T003714Z_idx4820.npy,497792,497847,55,49779.2,49784.7,5.5,False
data\results\sequences\train\sequence_0.npy,0,train,2441,G01,data\results\fragments_combined\G01\AMAR170.20240718T014714Z_idx4905.npy,497847,497852,5,49784.7,49785.2,0.5,False
data\results\sequences\train\sequence_0.npy,0,train,2442,G01,data\results\fragments_combined\G01\AMAR170.20240419T035445Z_idx3200.npy,497852,497915,63,49785.2,49791.5,6.3,False
data\results\sequences\train\sequence_0.npy,0,train,2443,G01,data\results\fragments_combined\G01\AMAR170.20240903T194714Z_idx6719.npy,497915,498018,103,49791.5,49801.8,10.3,False
data\results\sequences\train\sequence_0.npy,0,train,2444,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240903T213714Z_idx10902.npy,498018,498144,126,49801.8,49814.4,12.6,False
data\results\sequences\train\sequence_0.npy,0,train,2445,G01,data\results\fragments_combined\G01\AMAR170.20240419T150445Z_idx3851.npy,498144,498184,40,49814.4,49818.4,4.0,False
data\results\sequences\train\sequence_0.npy,0,train,2446,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240903T013714Z_idx10815.npy,498184,498813,629,49818.4,49881.3,62.9,False
data\results\sequences\train\sequence_0.npy,0,train,2447,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240419T120445Z_idx10439.npy,498813,499126,313,49881.3,49912.6,31.3,False
data\results\sequences\train\sequence_0.npy,0,train,2448,G01,data\results\fragments_combined\G01\AMAR887.20240903T003437Z_idx8939.npy,499126,499227,101,49912.6,49922.7,10.1,False
data\results\sequences\train\sequence_0.npy,0,train,2449,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250103T224454Z_idx10267.npy,499227,499523,296,49922.7,49952.3,29.6,False
data\results\sequences\train\sequence_0.npy,0,train,2450,Nothing,data\results\fragments_combined\Nothing\AMAR184.20241118T234249Z_idx11388.npy,499523,500177,654,49952.3,50017.7,65.4,False
data\results\sequences\train\sequence_0.npy,0,train,2451,Nothing,data\results\fragments_combined\Nothing\AMAR887.20240901T012437Z_idx11426.npy,500177,500629,452,50017.7,50062.9,45.2,False
data\results\sequences\train\sequence_0.npy,0,train,2452,G01,data\results\fragments_combined\G01\AMAR170.20241018T183714Z_idx8164.npy,500629,500643,14,50062.9,50064.3,1.4,False
data\results\sequences\train\sequence_0.npy,0,train,2453,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240718T063714Z_idx10646.npy,500643,500788,145,50064.3,50078.8,14.5,False
