sequence_path,sequence_idx,split,segment_idx,label,snippet_path,start_frame,end_frame,duration_frames,start_s,end_s,duration_s,truncated
data\results\sequences_low_freq\val\sequence_0.npy,0,val,45,G01,data\results\fragments_combined\fragments_32khz\G01\279C0445_idx58.npy,2787,2792,5,278.7,279.2,0.5,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,46,G01,data\results\fragments_combined\fragments_32khz\G01\279C1506_idx76.npy,2792,3148,356,279.2,314.8,35.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,47,G01,data\results\fragments_combined\fragments_32khz\G01\26D00033_idx1.npy,3148,3159,11,314.8,315.9,1.1,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,48,G01,data\results\fragments_combined\fragments_32khz\G01\26D01643_idx17.npy,3159,3176,17,315.9,317.6,1.7,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,49,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0768_idx392.npy,3176,3221,45,317.6,322.1,4.5,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,50,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0105_idx515.npy,3221,3293,72,322.1,329.3,7.2,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,51,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01286_idx260.npy,3293,3313,20,329.3,331.3,2.0,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,52,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2975_idx645.npy,3313,3333,20,331.3,333.3,2.0,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,53,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2971_idx637.npy,3333,3383,50,333.3,338.3,5.0,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,54,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2967_idx628.npy,3383,3439,56,338.3,343.9,5.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,55,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0252_idx314.npy,3439,3475,36,343.9,347.5,3.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,56,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01636_idx268.npy,3475,3545,70,347.5,354.5,7.0,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,57,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2968_idx629.npy,3545,3562,17,354.5,356.2,1.7,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,58,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2614_idx621.npy,3562,3607,45,356.2,360.7,4.5,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,59,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D00573_idx257.npy,3607,3685,78,360.7,368.5,7.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,60,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0115_idx305.npy,3685,3716,31,368.5,371.6,3.1,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,61,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0104_idx512.npy,3716,3798,82,371.6,379.8,8.2,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,62,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0105_idx517.npy,3798,3816,18,379.8,381.6,1.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,63,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0265_idx324.npy,3816,3900,84,381.6,390.0,8.4,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,64,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D00033_idx252.npy,3900,3918,18,390.0,391.8,1.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,65,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0104_idx511.npy,3918,3932,14,391.8,393.2,1.4,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,66,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2613_idx617.npy,3932,4010,78,393.2,401.0,7.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,67,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01643_idx276.npy,4010,4018,8,401.0,401.8,0.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,68,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0092_idx496.npy,4018,4099,81,401.8,409.9,8.1,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,69,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0263_idx322.npy,4099,4175,76,409.9,417.5,7.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,70,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0088_idx488.npy,4175,4263,88,417.5,426.3,8.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,71,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2968_idx632.npy,4263,4293,30,426.3,429.3,3.0,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,72,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2978_idx470.npy,4293,4306,13,429.3,430.6,1.3,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,73,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1526_idx573.npy,4306,4340,34,430.6,434.0,3.4,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,74,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2611_idx611.npy,4340,4359,19,434.0,435.9,1.9,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,75,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0444_idx354.npy,4359,4370,11,435.9,437.0,1.1,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,76,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1525_idx568.npy,4370,4441,71,437.0,444.1,7.1,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,77,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01640_idx270.npy,4441,4510,69,444.1,451.0,6.9,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,78,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2613_idx615.npy,4510,4571,61,451.0,457.1,6.1,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,79,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0105_idx514.npy,4571,4631,60,457.1,463.1,6.0,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,80,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0770_idx395.npy,4631,4671,40,463.1,467.1,4.0,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,81,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0443_idx353.npy,4671,4691,20,467.1,469.1,2.0,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,82,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2230_idx458.npy,4691,4762,71,469.1,476.2,7.1,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,83,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1537_idx574.npy,4762,4847,85,476.2,484.7,8.5,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,84,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1878_idx432.npy,4847,4919,72,484.7,491.9,7.2,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,85,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1161_idx563.npy,4919,4927,8,491.9,492.7,0.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,86,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0091_idx491.npy,4927,5026,99,492.7,502.6,9.9,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,87,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2975_idx644.npy,5026,5037,11,502.6,503.7,1.1,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,88,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1867_idx418.npy,5037,5131,94,503.7,513.1,9.4,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,89,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2227_idx447.npy,5131,5224,93,513.1,522.4,9.3,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,90,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1864_idx411.npy,5224,5238,14,522.4,523.8,1.4,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,91,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0096_idx503.npy,5238,5266,28,523.8,526.6,2.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,92,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1149_idx552.npy,5266,5289,23,526.6,528.9,2.3,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,93,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01636_idx265.npy,5289,5336,47,528.9,533.6,4.7,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,94,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2974_idx640.npy,5336,5401,65,533.6,540.1,6.5,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,95,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0092_idx498.npy,5401,5485,84,540.1,548.5,8.4,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,96,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0454_idx376.npy,5485,5552,67,548.5,555.2,6.7,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,97,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01640_idx273.npy,5552,5621,69,555.2,562.1,6.9,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,98,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1160_idx557.npy,5621,5700,79,562.1,570.0,7.9,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,99,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2227_idx446.npy,5700,5775,75,570.0,577.5,7.5,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,100,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2977_idx653.npy,5775,5831,56,577.5,583.1,5.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,101,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0777_idx543.npy,5831,5837,6,583.1,583.7,0.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,102,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1161_idx562.npy,5837,5882,45,583.7,588.2,4.5,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,103,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2606_idx608.npy,5882,5916,34,588.2,591.6,3.4,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,104,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01646_idx280.npy,5916,5974,58,591.6,597.4,5.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,105,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2228_idx579.npy,5974,6073,99,597.4,607.3,9.9,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,106,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D02019_idx301.npy,6073,6081,8,607.3,608.1,0.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,107,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2624_idx464.npy,6081,6129,48,608.1,612.9,4.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,108,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0756_idx519.npy,6129,6178,49,612.9,617.8,4.9,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,109,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1864_idx410.npy,6178,6247,69,617.8,624.7,6.9,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,110,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0246_idx311.npy,6247,6263,16,624.7,626.3,1.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,111,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1148_idx547.npy,6263,6314,51,626.3,631.4,5.1,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,112,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0756_idx523.npy,6314,6350,36,631.4,635.0,3.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,113,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2980_idx477.npy,6350,6352,2,635.0,635.2,0.2,True
data\results\sequences_low_freq\test\sequence_0.npy,0,test,0,G01,data\results\fragments_combined\fragments_32khz\G01\279C0446_idx64.npy,0,90,90,0.0,9.0,9.0,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,1,G01,data\results\fragments_combined\fragments_32khz\G01\279C2227_idx97.npy,90,257,167,9.0,25.7,16.7,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,2,G01,data\results\fragments_combined\fragments_32khz\G01\26D01646_idx19.npy,257,261,4,25.7,26.1,0.4,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,3,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0105_idx175.npy,261,270,9,26.1,27.0,0.9,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,4,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx205.npy,270,340,70,27.0,34.0,7.0,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,5,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2613_idx229.npy,340,357,17,34.0,35.7,1.7,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,6,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2974_idx237.npy,357,677,320,35.7,67.7,32.0,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,7,G01,data\results\fragments_combined\fragments_32khz\G01\279C2228_idx113.npy,677,690,13,67.7,69.0,1.3,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,8,G01,data\results\fragments_combined\fragments_32khz\G01\26D01643_idx14.npy,690,705,15,69.0,70.5,1.5,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,9,G01,data\results\fragments_combined\fragments_32khz\G01\279C2228_idx110.npy,705,732,27,70.5,73.2,2.7,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,10,G01,data\results\fragments_combined\fragments_32khz\G01\279C0268_idx36.npy,732,1281,549,73.2,128.1,54.9,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,11,G01,data\results\fragments_combined\fragments_32khz\G01\279C0439_idx41.npy,1281,1292,11,128.1,129.2,1.1,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,12,G01,data\results\fragments_combined\fragments_32khz\G01\279C0441_idx47.npy,1292,1297,5,129.2,129.7,0.5,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,13,G01,data\results\fragments_combined\fragments_32khz\G01\279C2978_idx139.npy,1297,1309,12,129.7,130.9,1.2,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,14,G01,data\results\fragments_combined\fragments_32khz\G01\279C2980_idx141.npy,1309,1321,12,130.9,132.1,1.2,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,15,G01,data\results\fragments_combined\fragments_32khz\G01\279C0443_idx49.npy,1321,1327,6,132.1,132.7,0.6,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,16,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0765_idx181.npy,1327,1338,11,132.7,133.8,1.1,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,17,G01,data\results\fragments_combined\fragments_32khz\G01\279C2227_idx102.npy,1338,1365,27,133.8,136.5,2.7,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,18,G01,data\results\fragments_combined\fragments_32khz\G01\279C2978_idx140.npy,1365,1379,14,136.5,137.9,1.4,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,19,G01,data\results\fragments_combined\fragments_32khz\G01\B92C1160_idx194.npy,1379,1399,20,137.9,139.9,2.0,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,20,G01,data\results\fragments_combined\fragments_32khz\G01\26D01286_idx6.npy,1399,1414,15,139.9,141.4,1.5,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,21,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2971_idx235.npy,1414,1437,23,141.4,143.7,2.3,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,22,G01,data\results\fragments_combined\fragments_32khz\G01\279C2978_idx136.npy,1437,1457,20,143.7,145.7,2.0,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,23,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0100_idx163.npy,1457,1492,35,145.7,149.2,3.5,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,24,G01,data\results\fragments_combined\fragments_32khz\G01\26D01646_idx22.npy,1492,1497,5,149.2,149.7,0.5,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,25,G01,data\results\fragments_combined\fragments_32khz\G01\B92C1160_idx193.npy,1497,1513,16,149.7,151.3,1.6,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,26,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2978_idx658.npy,1513,1551,38,151.3,155.1,3.8,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,27,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0439_idx334.npy,1551,1645,94,155.1,164.5,9.4,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,28,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0461_idx383.npy,1645,1727,82,164.5,172.7,8.2,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,29,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1863_idx406.npy,1727,1761,34,172.7,176.1,3.4,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,30,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0088_idx487.npy,1761,1835,74,176.1,183.5,7.4,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,31,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0760_idx386.npy,1835,1899,64,183.5,189.9,6.4,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,32,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1870_idx419.npy,1899,1971,72,189.9,197.1,7.2,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,33,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1148_idx546.npy,1971,2007,36,197.1,200.7,3.6,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,34,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1878_idx430.npy,2007,2067,60,200.7,206.7,6.0,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,35,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2232_idx596.npy,2067,2128,61,206.7,212.8,6.1,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,36,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1148_idx545.npy,2128,2208,80,212.8,220.8,8.0,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,37,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1871_idx426.npy,2208,2218,10,220.8,221.8,1.0,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,38,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0777_idx540.npy,2218,2243,25,221.8,224.3,2.5,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,39,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0440_idx341.npy,2243,2293,50,224.3,229.3,5.0,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,40,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01640_idx271.npy,2293,2373,80,229.3,237.3,8.0,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,41,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0444_idx358.npy,2373,2383,10,237.3,238.3,1.0,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,42,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2606_idx607.npy,2383,2399,16,238.3,239.9,1.6,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,43,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0445_idx362.npy,2399,2484,85,239.9,248.4,8.5,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,44,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D00573_idx256.npy,2484,2568,84,248.4,256.8,8.4,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,45,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2227_idx445.npy,2568,2633,65,256.8,263.3,6.5,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,46,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2231_idx593.npy,2633,2732,99,263.3,273.2,9.9,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,47,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1526_idx571.npy,2732,2788,56,273.2,278.8,5.6,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,48,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0770_idx398.npy,2788,2846,58,278.8,284.6,5.8,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,49,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01286_idx261.npy,2846,2922,76,284.6,292.2,7.6,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,50,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0776_idx535.npy,2922,3019,97,292.2,301.9,9.7,False
data\results\sequences_low_freq\test\sequence_0.npy,0,test,51,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0252_idx316.npy,3019,3026,7,301.9,302.6,0.7,True
